,period_open,period_close,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,returns,long_exposure,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,weights
2019-12-03 21:00:00+00:00,2019-12-03 14:31:00+00:00,2019-12-03 21:00:00+00:00,-9993.233425002545,-3727554.75,73777.72657500021,"[{'id': '89bdea3823b84444b15dc8cff6e5cb79', 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-02 21:00:00+0000', tz='UTC'), 'amount': -19377, 'filled': -19377, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c70d47cd3f5245db8cd2e8c91f1714c6', 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-02 21:00:00+0000', tz='UTC'), 'amount': 18343, 'filled': 18343, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b501b5e8388c4e808a4e3fc10c32e45b', 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-02 21:00:00+0000', tz='UTC'), 'amount': -37044, 'filled': -37044, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '025118a895ec42388c2d00b11c3cae13', 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-02 21:00:00+0000', tz='UTC'), 'amount': -3288, 'filled': -3288, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9eed7c57ab514a5fb5ec890f2eb96423', 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-02 21:00:00+0000', tz='UTC'), 'amount': -72375, 'filled': -72375, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -19377, 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'price': 41.87905, 'order_id': '89bdea3823b84444b15dc8cff6e5cb79', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 18343, 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'price': 309.704775, 'order_id': 'c70d47cd3f5245db8cd2e8c91f1714c6', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -37044, 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'price': 92.203875, 'order_id': 'b501b5e8388c4e808a4e3fc10c32e45b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -3288, 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'price': 127.98597500000001, 'order_id': '025118a895ec42388c2d00b11c3cae13', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -72375, 'dt': Timestamp('2019-12-03 21:00:00+0000', tz='UTC'), 'price': 15.29235, 'order_id': '9eed7c57ab514a5fb5ec890f2eb96423', 'sid': Equity(0 [DBC]), 'commission': None}]",1.7057212581781538,"[{'sid': Equity(4 [VWO]), 'amount': 4791, 'cost_basis': 42.38597137164845, 'last_sale_price': 41.9}, {'sid': Equity(2 [SPY]), 'amount': 33674, 'cost_basis': 310.8216086024826, 'last_sale_price': 309.55}, {'sid': Equity(3 [VNQ]), 'amount': -34987, 'cost_basis': 92.203875, 'last_sale_price': 92.25}, {'sid': Equity(1 [LQD]), 'amount': 27594, 'cost_basis': 127.27541009181627, 'last_sale_price': 128.05}, {'sid': Equity(0 [DBC]), 'amount': -32680, 'cost_basis': 15.29235, 'last_sale_price': 15.3}]",0.994735176458832,10514157.510000002,10430386.55,10514157.510000002,10430386.55,-18572.93845499758,55204.788120002486,10485591.338120002,3,2,14157941.3,-3727554.75,-0.0009521369064183771,14157941.3,0.0,0.0,,,0.3219801809270218,0.43734010654159344,-0.12300010457977407,3.359825437967357,0.0,0.0,494,2019-12,0.048559133812001054,0.08683674338215806,"[0.01920115202665329, 0.9998841881752014, -0.3055533766746521, 0.3340775966644287, -0.047609444707632065]"
2019-12-04 21:00:00+00:00,2019-12-04 14:31:00+00:00,2019-12-04 21:00:00+00:00,40260.76999999955,-3748693.0100000002,0.0,[],[],1.7070383618765501,"[{'sid': Equity(4 [VWO]), 'amount': 4791, 'cost_basis': 42.38597137164845, 'last_sale_price': 42.27}, {'sid': Equity(2 [SPY]), 'amount': 33674, 'cost_basis': 310.8216086024826, 'last_sale_price': 311.46}, {'sid': Equity(3 [VNQ]), 'amount': -34987, 'cost_basis': 92.203875, 'last_sale_price': 92.63}, {'sid': Equity(1 [LQD]), 'amount': 27594, 'cost_basis': 127.27541009181627, 'last_sale_price': 127.88000000000001}, {'sid': Equity(0 [DBC]), 'amount': -32680, 'cost_basis': 15.29235, 'last_sale_price': 15.540000000000001}]",0.9947553141016094,10430386.55,10470647.32,10430386.55,10470647.32,55204.788120002486,55204.788120002486,10525852.108120002,3,2,14219340.33,-3748693.0100000002,0.003839627990615435,14219340.33,0.0,0.0,,,0.34402679712975215,0.4675043848930552,-0.12300010457977407,3.359825437967357,0.0,0.0,495,2019-12,0.05258521081200107,0.08678959323924106,"[0.01920115202665329, 0.9998841881752014, -0.3055533766746521, 0.3340775966644287, -0.047609444707632065]"
2019-12-05 21:00:00+00:00,2019-12-05 14:31:00+00:00,2019-12-05 21:00:00+00:00,13318.550000000745,-3751422.7600000002,0.0,[],[],1.7066628839662914,"[{'sid': Equity(4 [VWO]), 'amount': 4791, 'cost_basis': 42.38597137164845, 'last_sale_price': 42.49}, {'sid': Equity(2 [SPY]), 'amount': 33674, 'cost_basis': 310.8216086024826, 'last_sale_price': 312.02}, {'sid': Equity(3 [VNQ]), 'amount': -34987, 'cost_basis': 92.203875, 'last_sale_price': 92.68}, {'sid': Equity(1 [LQD]), 'amount': 27594, 'cost_basis': 127.27541009181627, 'last_sale_price': 127.74000000000001}, {'sid': Equity(0 [DBC]), 'amount': -32680, 'cost_basis': 15.29235, 'last_sale_price': 15.57}]",0.9947619419107261,10470647.32,10483965.87,10470647.32,10483965.87,55204.788120002486,55204.788120002486,10539170.658120003,3,2,14235388.629999999,-3751422.7600000002,0.001265317986913983,14235388.629999999,0.0,0.0,,,0.35107955763691523,0.4771087423656062,-0.12300010457977407,3.359825437967357,0.0,0.0,496,2019-12,0.053917065812001175,0.0867057361317491,"[0.01920115202665329, 0.9998841881752014, -0.3055533766746521, 0.3340775966644287, -0.047609444707632065]"
2019-12-06 21:00:00+00:00,2019-12-06 14:31:00+00:00,2019-12-06 21:00:00+00:00,84890.35000000149,-3761338.29,0.0,[],[],1.7028829923108106,"[{'sid': Equity(4 [VWO]), 'amount': 4791, 'cost_basis': 42.38597137164845, 'last_sale_price': 42.65}, {'sid': Equity(2 [SPY]), 'amount': 33674, 'cost_basis': 310.8216086024826, 'last_sale_price': 314.87}, {'sid': Equity(3 [VNQ]), 'amount': -34987, 'cost_basis': 92.203875, 'last_sale_price': 92.87}, {'sid': Equity(1 [LQD]), 'amount': 27594, 'cost_basis': 127.27541009181627, 'last_sale_price': 127.67}, {'sid': Equity(0 [DBC]), 'amount': -32680, 'cost_basis': 15.29235, 'last_sale_price': 15.67}]",0.9948037960175673,10483965.87,10568856.220000003,10483965.87,10568856.220000003,55204.788120002486,55204.788120002486,10624061.008120004,3,2,14330194.510000002,-3761338.29,0.008054746692482517,14330194.510000002,0.0,0.0,,,0.3970338024383607,0.5407048078098081,-0.12300010457977407,3.359825437967357,0.0,0.0,497,2019-12,0.062406100812001375,0.08680233137152896,"[0.01920115202665329, 0.9998841881752014, -0.3055533766746521, 0.3340775966644287, -0.047609444707632065]"
2019-12-09 21:00:00+00:00,2019-12-09 14:31:00+00:00,2019-12-09 21:00:00+00:00,-40299.76000000164,-3766982.35,0.0,"[{'id': 'fb7c891f10764f818d8bbceba79aecb9', 'dt': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': -44483, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a3b952e5ac8a48bf8f2165dbea070e8c', 'dt': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': 39, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7e42fdfca1e14a69a2145523f0fa0aac', 'dt': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': 28862, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6c5a4e55831f4982a3c9f583fccf8c64', 'dt': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': -12561, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '19ec650df97b4667afc5a59653d7834f', 'dt': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': 54362, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.7066259089327485,"[{'sid': Equity(4 [VWO]), 'amount': 4791, 'cost_basis': 42.38597137164845, 'last_sale_price': 42.49}, {'sid': Equity(2 [SPY]), 'amount': 33674, 'cost_basis': 310.8216086024826, 'last_sale_price': 313.88}, {'sid': Equity(3 [VNQ]), 'amount': -34987, 'cost_basis': 92.203875, 'last_sale_price': 93.05}, {'sid': Equity(1 [LQD]), 'amount': 27594, 'cost_basis': 127.27541009181627, 'last_sale_price': 127.65}, {'sid': Equity(0 [DBC]), 'amount': -32680, 'cost_basis': 15.29235, 'last_sale_price': 15.65}]",0.994784010445265,10568856.220000003,10528556.459999999,10568856.220000003,10528556.459999999,55204.788120002486,55204.788120002486,10583761.248120002,3,2,14295538.809999999,-3766982.35,-0.0037932538197211763,14295538.809999999,0.0,0.0,,,0.37430581927897294,0.5095589254724736,-0.12300010457977407,3.359825437967357,0.0,0.0,498,2019-12,0.05837612481200116,0.08676001398192662,"[-0.1593523621559143, 0.9998264908790588, -0.05384198948740959, 0.18130680918693542, 0.03206109628081322]"
2019-12-10 21:00:00+00:00,2019-12-10 14:31:00+00:00,2019-12-10 21:00:00+00:00,1733.5101399999112,-2256709.11,-42841.29986000061,"[{'id': 'fb7c891f10764f818d8bbceba79aecb9', 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': -44483, 'filled': -44483, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a3b952e5ac8a48bf8f2165dbea070e8c', 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': 39, 'filled': 39, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7e42fdfca1e14a69a2145523f0fa0aac', 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': 28862, 'filled': 28862, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6c5a4e55831f4982a3c9f583fccf8c64', 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': -12561, 'filled': -12561, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '19ec650df97b4667afc5a59653d7834f', 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-09 21:00:00+0000', tz='UTC'), 'amount': 54362, 'filled': 54362, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -44483, 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'price': 42.55871, 'order_id': 'fb7c891f10764f818d8bbceba79aecb9', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 39, 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'price': 313.68676500000004, 'order_id': 'a3b952e5ac8a48bf8f2165dbea070e8c', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 28862, 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'price': 92.55625500000001, 'order_id': '7e42fdfca1e14a69a2145523f0fa0aac', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -12561, 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'price': 127.58617500000001, 'order_id': '6c5a4e55831f4982a3c9f583fccf8c64', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 54362, 'dt': Timestamp('2019-12-10 21:00:00+0000', tz='UTC'), 'price': 15.727860000000002, 'order_id': '19ec650df97b4667afc5a59653d7834f', 'sid': Equity(0 [DBC]), 'commission': None}]",1.4252096698860262,"[{'sid': Equity(4 [VWO]), 'amount': -39692, 'cost_basis': 42.55871, 'last_sale_price': 42.58}, {'sid': Equity(2 [SPY]), 'amount': 33713, 'cost_basis': 310.8249230835286, 'last_sale_price': 313.53000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -6125, 'cost_basis': 92.203875, 'last_sale_price': 92.51}, {'sid': Equity(1 [LQD]), 'amount': 15033, 'cost_basis': 127.27541009181627, 'last_sale_price': 127.65}, {'sid': Equity(0 [DBC]), 'amount': 21682, 'cost_basis': 15.727860000000002, 'last_sale_price': 15.72}]",0.9988320349173707,10528556.459999999,10573131.27,10528556.459999999,10573131.27,55204.788120002486,12363.488260002458,10585494.758260002,3,2,12829840.379999999,-2256709.11,0.0001637896112129944,12829840.379999999,0.0,0.0,,,0.37488565395503004,0.5103472718505253,-0.12300010457977407,3.359825437967357,0.0,0.0,499,2019-12,0.05854947582600123,0.08667286531385718,"[-0.1593523621559143, 0.9998264908790588, -0.05384198948740959, 0.18130680918693542, 0.03206109628081322]"
2019-12-11 21:00:00+00:00,2019-12-11 14:31:00+00:00,2019-12-11 21:00:00+00:00,19136.390000000596,-2273576.05,0.0,[],[],1.4276234173862863,"[{'sid': Equity(4 [VWO]), 'amount': -39692, 'cost_basis': 42.55871, 'last_sale_price': 43.15}, {'sid': Equity(2 [SPY]), 'amount': 33713, 'cost_basis': 310.8249230835286, 'last_sale_price': 314.42}, {'sid': Equity(3 [VNQ]), 'amount': -6125, 'cost_basis': 92.203875, 'last_sale_price': 91.57000000000001}, {'sid': Equity(1 [LQD]), 'amount': 15033, 'cost_basis': 127.27541009181627, 'last_sale_price': 128.15}, {'sid': Equity(0 [DBC]), 'amount': 21682, 'cost_basis': 15.727860000000002, 'last_sale_price': 15.65}]",0.9988341425470483,10573131.27,10592267.66,10573131.27,10592267.66,12363.488260002458,12363.488260002458,10604631.148260003,3,2,12865843.71,-2273576.05,0.0018077936305309628,12865843.71,0.0,0.0,,,0.3849976724459774,0.524161778302442,-0.12300010457977407,3.359825437967357,0.0,0.0,500,2019-12,0.06046311482600131,0.08659417794329796,"[-0.1593523621559143, 0.9998264908790588, -0.05384198948740959, 0.18130680918693542, 0.03206109628081322]"
2019-12-12 21:00:00+00:00,2019-12-12 14:31:00+00:00,2019-12-12 21:00:00+00:00,69704.95999999903,-2289399.33,0.0,[],[],1.4277957078947892,"[{'sid': Equity(4 [VWO]), 'amount': -39692, 'cost_basis': 42.55871, 'last_sale_price': 43.74}, {'sid': Equity(2 [SPY]), 'amount': 33713, 'cost_basis': 310.8249230835286, 'last_sale_price': 317.13}, {'sid': Equity(3 [VNQ]), 'amount': -6125, 'cost_basis': 92.203875, 'last_sale_price': 90.33}, {'sid': Equity(1 [LQD]), 'amount': 15033, 'cost_basis': 127.27541009181627, 'last_sale_price': 127.56}, {'sid': Equity(0 [DBC]), 'amount': 21682, 'cost_basis': 15.727860000000002, 'last_sale_price': 15.790000000000001}]",0.9988417557649851,10592267.66,10661972.62,10592267.66,10661972.62,12363.488260002458,12363.488260002458,10674336.108260002,3,2,12951371.95,-2289399.33,0.006573067844178215,12951371.95,0.0,0.0,,,0.4222445627529168,0.5756719377203303,-0.12300010457977407,3.359825437967357,0.0,0.0,501,2019-12,0.06743361082600119,0.08662805852877598,"[-0.1593523621559143, 0.9998264908790588, -0.05384198948740959, 0.18130680918693542, 0.03206109628081322]"
2019-12-13 21:00:00+00:00,2019-12-13 14:31:00+00:00,2019-12-13 21:00:00+00:00,22479.520000001416,-2287537.23,0.0,[],[],1.4265485290487512,"[{'sid': Equity(4 [VWO]), 'amount': -39692, 'cost_basis': 42.55871, 'last_sale_price': 43.69}, {'sid': Equity(2 [SPY]), 'amount': 33713, 'cost_basis': 310.8249230835286, 'last_sale_price': 317.32}, {'sid': Equity(3 [VNQ]), 'amount': -6125, 'cost_basis': 92.203875, 'last_sale_price': 90.35000000000001}, {'sid': Equity(1 [LQD]), 'amount': 15033, 'cost_basis': 127.27541009181627, 'last_sale_price': 128.39000000000001}, {'sid': Equity(0 [DBC]), 'amount': 21682, 'cost_basis': 15.727860000000002, 'last_sale_price': 15.870000000000001}]",0.9988441898327817,10661972.62,10684452.14,10661972.62,10684452.14,12363.488260002458,12363.488260002458,10696815.628260003,3,2,12971989.370000001,-2287537.23,0.0021059408071857355,12971989.370000001,0.0,0.0,,,0.4339844137787781,0.5917526504718682,-0.12300010457977407,3.359825437967357,0.0,0.0,502,2019-12,0.06968156282600124,0.0865527102227899,"[-0.1593523621559143, 0.9998264908790588, -0.05384198948740959, 0.18130680918693542, 0.03206109628081322]"
2019-12-16 21:00:00+00:00,2019-12-16 14:31:00+00:00,2019-12-16 21:00:00+00:00,52852.5,-2306204.52,0.0,"[{'id': '4ab31b9a3e684f20be8e1d253bd623ed', 'dt': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': -48247, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0a30baa8a4674a25b2466d3b26ece3c2', 'dt': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': -30313, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ee6d16e3341f4ce68f53845445e04e45', 'dt': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': 25551, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '33995de9e83b48729dd9debd26f412a9', 'dt': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': 68880, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '16a1ae929dc44cbe815860800048665c', 'dt': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': 42214, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.4279244249082306,"[{'sid': Equity(4 [VWO]), 'amount': -39692, 'cost_basis': 42.55871, 'last_sale_price': 44.06}, {'sid': Equity(2 [SPY]), 'amount': 33713, 'cost_basis': 310.8249230835286, 'last_sale_price': 319.5}, {'sid': Equity(3 [VNQ]), 'amount': -6125, 'cost_basis': 92.203875, 'last_sale_price': 91.0}, {'sid': Equity(1 [LQD]), 'amount': 15033, 'cost_basis': 127.27541009181627, 'last_sale_price': 128.1}, {'sid': Equity(0 [DBC]), 'amount': 21682, 'cost_basis': 15.727860000000002, 'last_sale_price': 15.98}]",0.9988498725623445,10684452.14,10737304.64,10684452.14,10737304.64,12363.488260002458,12363.488260002458,10749668.128260003,3,2,13043509.16,-2306204.52,0.004940956433835186,13043509.16,0.0,0.0,,,0.46182681738027753,0.6301997581568148,-0.12300010457977407,3.359825437967357,0.0,0.0,503,2019-12,0.07496681282600126,0.08653295654345364,"[-0.36044153571128845, 0.10103589296340942, 0.1644534468650818, 0.9999666810035706, 0.0949854850769043]"
2019-12-17 21:00:00+00:00,2019-12-17 14:31:00+00:00,2019-12-17 21:00:00+00:00,-17269.58579000272,-3903612.21,19654.82420999743,"[{'id': '4ab31b9a3e684f20be8e1d253bd623ed', 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': -48247, 'filled': -48247, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0a30baa8a4674a25b2466d3b26ece3c2', 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': -30313, 'filled': -30313, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ee6d16e3341f4ce68f53845445e04e45', 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': 25551, 'filled': 25551, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '33995de9e83b48729dd9debd26f412a9', 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': 68880, 'filled': 68880, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '16a1ae929dc44cbe815860800048665c', 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-12-16 21:00:00+0000', tz='UTC'), 'amount': 42214, 'filled': 42214, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -48247, 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'price': 44.367805, 'order_id': '4ab31b9a3e684f20be8e1d253bd623ed', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -30313, 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'price': 319.410215, 'order_id': '0a30baa8a4674a25b2466d3b26ece3c2', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 25551, 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'price': 90.18507, 'order_id': 'ee6d16e3341f4ce68f53845445e04e45', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 68880, 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'price': 128.064, 'order_id': '33995de9e83b48729dd9debd26f412a9', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 42214, 'dt': Timestamp('2019-12-17 21:00:00+0000', tz='UTC'), 'price': 16.058025, 'order_id': '16a1ae929dc44cbe815860800048665c', 'sid': Equity(0 [DBC]), 'commission': None}]",1.724461179554797,"[{'sid': Equity(4 [VWO]), 'amount': -87939, 'cost_basis': 43.551254905730104, 'last_sale_price': 44.39}, {'sid': Equity(2 [SPY]), 'amount': 3400, 'cost_basis': 310.8249230835286, 'last_sale_price': 319.57}, {'sid': Equity(3 [VNQ]), 'amount': 19426, 'cost_basis': 90.18507, 'last_sale_price': 90.14}, {'sid': Equity(1 [LQD]), 'amount': 83913, 'cost_basis': 127.92272424904694, 'last_sale_price': 128.0}, {'sid': Equity(0 [DBC]), 'amount': 63896, 'cost_basis': 15.94598923046826, 'last_sale_price': 16.05}]",0.9970166675842964,10737304.64,10700380.23,10737304.64,10700380.23,12363.488260002458,32018.312470000703,10732398.54247,4,1,14603992.440000001,-3903612.21,-0.001606522692975343,14603992.440000001,0.0,0.0,,,0.452030265743294,0.616795489973559,-0.12300010457977407,3.359825437967357,0.0,0.0,504,2019-12,0.07323985424700097,0.0864559065874115,"[-0.36044153571128845, 0.10103589296340942, 0.1644534468650818, 0.9999666810035706, 0.0949854850769043]"
