,Equity(4 [VWO]),Equity(2 [SPY]),Equity(3 [VNQ]),Equity(1 [LQD]),Equity(0 [DBC])
2020-10-28 00:00:00+00:00,-0.024927665257066467,-0.034178936786706915,-0.0238645111624326,-0.004944623185612396,-0.02659574468085102
2020-10-29 00:00:00+00:00,0.010499885870805858,0.010163472723933031,0.0134069400630914,-0.002600073010646242,-0.012490241998438734
2020-10-30 00:00:00+00:00,-0.010390783826519145,-0.010424874234802095,-0.006614785992217764,-0.005206232540073574,0.0
2020-11-02 00:00:00+00:00,0.01278246975576347,0.011208427757701811,0.023893458676067292,0.003919478003619137,0.0181818181818183
2020-11-03 00:00:00+00:00,0.0027045300878973944,0.01765596608116282,0.01925529201734255,0.0009723042863660769,0.006211180124223503
2020-11-04 00:00:00+00:00,0.03214205439424589,0.02234919501235022,0.0017515325910169022,0.014988829361965994,0.010802469135802406
2020-11-05 00:00:00+00:00,0.016986062717770034,0.019502823543109837,0.004745847383539559,0.003747082943779123,0.004580152671755711
2020-11-06 00:00:00+00:00,0.0036402569593145806,-0.00022841480127910874,-0.006836544437538783,-0.0031463607827031392,-0.0037993920972645423
2020-11-09 00:00:00+00:00,0.0074674631960742754,0.012565684258624588,0.035419274092615805,-0.0075633281586828804,0.012204424103737566
2020-11-10 00:00:00+00:00,-0.011224057602710724,-0.0014666064981948557,0.014625891454127737,-0.002594687562550435,0.019593067068575776
2020-11-11 00:00:00+00:00,0.0042835724994645386,0.007428539148118807,0.0038122468429830914,0.0018581696285890903,-0.0007390983000739038
2020-11-12 00:00:00+00:00,-0.00746427809767547,-0.009700843917346713,-0.013054830287206332,0.003998783301555786,-0.008136094674556116
2020-11-13 00:00:00+00:00,0.012677266867211046,0.013844455140001877,0.02669552669552666,0.0011749057858567724,-0.004474272930648837
2020-11-16 00:00:00+00:00,0.011669849352853756,0.012482546774643888,0.011243851018974071,0.003247496106695058,0.008988764044943975
2020-11-17 00:00:00+00:00,-0.0014681208053691774,-0.0053782717820006765,0.0009265693768820693,0.0032296272318637076,0.0029695619896064063
2020-11-18 00:00:00+00:00,-0.0033606385213189593,-0.012034828905773454,-0.019439944457301683,0.0021192655168369434,0.001480384900073961
2020-11-19 00:00:00+00:00,0.0025289778714434608,0.004210171775008487,0.0038942648100070976,0.005554051384122127,0.0
2020-11-20 00:00:00+00:00,0.006937145259617417,-0.006847783554139397,-0.005407311625719946,-0.0008732607556616312,0.005173688100517326
2020-11-23 00:00:00+00:00,-0.00020876826722338038,0.0059944277150818515,0.00189102942914543,0.0012309171425242127,0.002941176470588225
2020-11-24 00:00:00+00:00,0.013363959072875353,0.016113691042354494,0.0053084817742126145,-0.002247844905976071,0.02126099706744866
2020-11-25 00:00:00+00:00,-0.004533278384504458,-0.0015417653212929094,0.0005867167331612411,0.0005832774359122439,0.008614501076812608
2020-11-27 00:00:00+00:00,0.009314841647691807,0.002784977665030608,-0.0044564325085023615,0.003563204989944335,-0.002135231316726105
2020-11-30 00:00:00+00:00,-0.024610336341263195,-0.004427090494129371,-0.01048415596654495,0.0034779451806137285,-0.005706134094151216
2020-12-01 00:00:00+00:00,0.0208158116063919,0.010937413688338893,0.0128571428571429,-0.003791496628172797,-0.0028694404591104172
2020-12-02 00:00:00+00:00,-0.0004119464469618528,0.002103710179771623,-0.007874941231781896,-0.0033410807669960185,0.004316546762589857
2020-12-03 00:00:00+00:00,0.00989078920255504,-0.0002726355680362502,0.00841132567231373,0.003935286401399063,0.0014326647564468775
2020-12-04 00:00:00+00:00,0.006733319730667375,0.008617633423327664,0.015272556390977465,-0.00551684088269444,0.0042918454935620964
2020-12-07 00:00:00+00:00,0.0,-0.0020548871163986737,-0.008678546632723938,0.0008759124087591719,0.0
2020-12-08 00:00:00+00:00,0.0028374543980542732,0.002926115581565636,-0.003501809268121825,-0.001166861143523934,0.0014245014245015675
2020-12-09 00:00:00+00:00,-0.011721907841552137,-0.008968852149012552,-0.006208269884034223,-0.0036507009345794206,0.0007112375533429027
2020-12-10 00:00:00+00:00,0.013496932515337567,-0.0003271091726864128,-0.0043611504007544655,0.0049831452440274315,0.014925373134328401
2020-12-11 00:00:00+00:00,-0.006658595641646614,-0.0011725247457257115,-0.0009470818041907858,0.0010208546011376551,-0.0028011204481792618
2020-12-14 00:00:00+00:00,-0.003656307129798919,-0.004477204477204455,-0.004384405735276764,-0.0007284382284381552,0.002808988764044784
