,period_open,period_close,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,returns,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,weights,cumulative_returns
2022-04-06 20:00:00+00:00,2022-04-06 13:31:00+00:00,2022-04-06 20:00:00+00:00,12001470.71,12057203.26,12001470.71,740.8231649995578,740.8231649995578,-0.0045859625369510625,12002211.533165,5,0,12001470.71,0.0,12001470.71,-55732.54999999888,0.0,0.0,[],[],0.9999382761116189,"[{'sid': Equity(4 [VWO]), 'amount': 52547, 'cost_basis': 49.899675796448896, 'last_sale_price': 46.47}, {'sid': Equity(2 [SPY]), 'amount': 5382, 'cost_basis': 407.09918612052564, 'last_sale_price': 446.52}, {'sid': Equity(3 [VNQ]), 'amount': 22014, 'cost_basis': 94.97106067851082, 'last_sale_price': 110.7}, {'sid': Equity(1 [LQD]), 'amount': 19911, 'cost_basis': 132.25059335252294, 'last_sale_price': 118.68}, {'sid': Equity(0 [DBC]), 'amount': 89599, 'cost_basis': 17.382325244763173, 'last_sale_price': 26.3}]",0.9999382761116189,12057203.26,,,1.399553586815558,2.050352505417289,-0.05961262266261595,1.0515748067084119,0.0,0.0,330,2022-04,0.20022115331649948,0.103420216835382,0.0,0.0,"[0.2059040367603302, 0.20140758156776428, 0.19827596843242645, 0.19820256531238556, 0.1962098777294159]",0.20022115331649948
2022-04-07 20:00:00+00:00,2022-04-07 13:31:00+00:00,2022-04-07 20:00:00+00:00,11968611.69,12001470.71,11968611.69,740.8231649995578,740.8231649995578,-0.002925189706767026,11969352.513164999,5,0,11968611.69,0.0,11968611.69,-32859.020000001416,0.0,0.0,[],[],0.999938106663315,"[{'sid': Equity(4 [VWO]), 'amount': 52547, 'cost_basis': 49.899675796448896, 'last_sale_price': 46.13}, {'sid': Equity(2 [SPY]), 'amount': 5382, 'cost_basis': 407.09918612052564, 'last_sale_price': 448.77}, {'sid': Equity(3 [VNQ]), 'amount': 22014, 'cost_basis': 94.97106067851082, 'last_sale_price': 109.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 19911, 'cost_basis': 132.25059335252294, 'last_sale_price': 118.13}, {'sid': Equity(0 [DBC]), 'amount': 89599, 'cost_basis': 17.382325244763173, 'last_sale_price': 26.39}]",0.999938106663315,12001470.71,,,1.376720664490393,2.016524921473385,-0.05961262266261595,1.0515748067084119,0.0,0.0,331,2022-04,0.19693525131649947,0.10330383247850912,0.0,0.0,"[0.2059040367603302, 0.20140758156776428, 0.19827596843242645, 0.19820256531238556, 0.1962098777294159]",0.19693525131649947
2022-04-08 20:00:00+00:00,2022-04-08 13:31:00+00:00,2022-04-08 20:00:00+00:00,11981895.479999999,11968611.69,11981895.479999999,740.8231649995578,740.8231649995578,0.0009389162445896947,11982636.303164998,5,0,11981895.479999999,0.0,11981895.479999999,13283.789999999106,0.0,0.0,[],[],0.9999381752774384,"[{'sid': Equity(4 [VWO]), 'amount': 52547, 'cost_basis': 49.899675796448896, 'last_sale_price': 46.22}, {'sid': Equity(2 [SPY]), 'amount': 5382, 'cost_basis': 407.09918612052564, 'last_sale_price': 447.57}, {'sid': Equity(3 [VNQ]), 'amount': 22014, 'cost_basis': 94.97106067851082, 'last_sale_price': 109.78}, {'sid': Equity(1 [LQD]), 'amount': 19911, 'cost_basis': 132.25059335252294, 'last_sale_price': 117.2}, {'sid': Equity(0 [DBC]), 'amount': 89599, 'cost_basis': 17.382325244763173, 'last_sale_price': 26.72}]",0.9999381752774384,11968611.69,,,1.3828041712356245,2.0254478716784328,-0.05961262266261595,1.0515748067084119,0.0,0.0,332,2022-04,0.1982636303164993,0.1031487610163513,0.0,0.0,"[0.2059040367603302, 0.20140758156776428, 0.19827596843242645, 0.19820256531238556, 0.1962098777294159]",0.1982636303164993
2022-04-11 20:00:00+00:00,2022-04-11 13:31:00+00:00,2022-04-11 20:00:00+00:00,11841859.08,11981895.479999999,11841859.08,740.8231649995578,740.8231649995578,-0.011780302807925157,11842599.903165,5,0,11841859.08,0.0,11841859.08,-140036.3999999985,0.0,0.0,"[{'id': '077a1fd7e1224a21be5e16237469a213', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 1004, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e596fb48262348bebd491a184afe327e', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 77, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0d26467174a549bdb6f66fda5c734291', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -1007, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1f44d9e90aa04ea0a5cc47b10c922dc6', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 888, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fd64f243413b43bf9a27e1d5d098701b', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -2758, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.9999374442123303,"[{'sid': Equity(4 [VWO]), 'amount': 52547, 'cost_basis': 49.899675796448896, 'last_sale_price': 45.64}, {'sid': Equity(2 [SPY]), 'amount': 5382, 'cost_basis': 407.09918612052564, 'last_sale_price': 439.92}, {'sid': Equity(3 [VNQ]), 'amount': 22014, 'cost_basis': 94.97106067851082, 'last_sale_price': 108.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 19911, 'cost_basis': 132.25059335252294, 'last_sale_price': 116.06}, {'sid': Equity(0 [DBC]), 'amount': 89599, 'cost_basis': 17.382325244763173, 'last_sale_price': 26.5}]",0.9999374442123303,11981895.479999999,,,1.2879847937531481,1.877111152384354,-0.05961262266261595,1.0515748067084119,0.0,0.0,333,2022-04,0.18425999031649942,0.10354336824483584,0.0,0.0,"[0.20638135075569153, 0.20282194018363953, 0.1926320493221283, 0.2038424015045166, 0.19432227313518524]",0.18425999031649942
2022-04-12 20:00:00+00:00,2022-04-12 13:31:00+00:00,2022-04-12 20:00:00+00:00,11890539.4,11841859.08,11890539.4,740.8231649995578,2499.739469999535,0.004211832086494302,11893039.13947,5,0,11890539.4,0.0,11890539.4,50439.23630500026,0.0,1758.9163049999624,"[{'id': '077a1fd7e1224a21be5e16237469a213', 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 1004, 'filled': 1004, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e596fb48262348bebd491a184afe327e', 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 77, 'filled': 77, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0d26467174a549bdb6f66fda5c734291', 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -1007, 'filled': -1007, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1f44d9e90aa04ea0a5cc47b10c922dc6', 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 888, 'filled': 888, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fd64f243413b43bf9a27e1d5d098701b', 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -2758, 'filled': -2758, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 1004, 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'price': 45.482730000000004, 'order_id': '077a1fd7e1224a21be5e16237469a213', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 77, 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'price': 438.50914500000005, 'order_id': 'e596fb48262348bebd491a184afe327e', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -1007, 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'price': 108.38578, 'order_id': '0d26467174a549bdb6f66fda5c734291', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 888, 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'price': 116.19807, 'order_id': '1f44d9e90aa04ea0a5cc47b10c922dc6', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -2758, 'dt': Timestamp('2022-04-12 20:00:00+0000', tz='UTC'), 'price': 27.276355, 'order_id': 'fd64f243413b43bf9a27e1d5d098701b', 'sid': Equity(0 [DBC]), 'commission': None}]",0.9997898149126826,"[{'sid': Equity(4 [VWO]), 'amount': 53551, 'cost_basis': 49.81686476435548, 'last_sale_price': 45.46}, {'sid': Equity(2 [SPY]), 'amount': 5459, 'cost_basis': 407.5422282223244, 'last_sale_price': 438.29}, {'sid': Equity(3 [VNQ]), 'amount': 21007, 'cost_basis': 94.97106067851082, 'last_sale_price': 108.44}, {'sid': Equity(1 [LQD]), 'amount': 20799, 'cost_basis': 131.5652411366933, 'last_sale_price': 116.14}, {'sid': Equity(0 [DBC]), 'amount': 86841, 'cost_basis': 17.382325244763173, 'last_sale_price': 27.29}]",0.9997898149126826,11841859.08,,,1.3164965906776178,1.9195974763834405,-0.05961262266261595,1.0515748067084119,0.0,0.0,334,2022-04,0.1893039139469994,0.10343853214320331,0.0,0.0,"[0.20638135075569153, 0.20282194018363953, 0.1926320493221283, 0.2038424015045166, 0.19432227313518524]",0.1893039139469994
2022-04-13 20:00:00+00:00,2022-04-13 13:31:00+00:00,2022-04-13 20:00:00+00:00,12024942.96,11890539.4,12024942.96,2499.739469999535,2499.739469999535,0.011370191300736058,12027442.69947,5,0,12024942.96,0.0,12024942.96,134403.56000000052,0.0,0.0,[],[],0.9997921636766468,"[{'sid': Equity(4 [VWO]), 'amount': 53551, 'cost_basis': 49.81686476435548, 'last_sale_price': 45.95}, {'sid': Equity(2 [SPY]), 'amount': 5459, 'cost_basis': 407.5422282223244, 'last_sale_price': 443.31}, {'sid': Equity(3 [VNQ]), 'amount': 21007, 'cost_basis': 94.97106067851082, 'last_sale_price': 109.21000000000001}, {'sid': Equity(1 [LQD]), 'amount': 20799, 'cost_basis': 131.5652411366933, 'last_sale_price': 116.74000000000001}, {'sid': Equity(0 [DBC]), 'amount': 86841, 'cost_basis': 17.382325244763173, 'last_sale_price': 27.89}]",0.9997921636766468,11890539.4,,,1.3911760572130059,2.0367439877866524,-0.05961262266261595,1.0515748067084119,0.0,0.0,335,2022-04,0.20274426994699946,0.10370437911568943,0.0,0.0,"[0.20638135075569153, 0.20282194018363953, 0.1926320493221283, 0.2038424015045166, 0.19432227313518524]",0.20274426994699946
2022-04-14 20:00:00+00:00,2022-04-14 13:31:00+00:00,2022-04-14 20:00:00+00:00,11948110.459999999,12024942.96,11948110.459999999,2499.739469999535,2499.739469999535,-0.006487309152839977,11950610.199469998,5,0,11948110.459999999,0.0,11948110.459999999,-76832.50000000186,0.0,0.0,[],[],0.9997908274616714,"[{'sid': Equity(4 [VWO]), 'amount': 53551, 'cost_basis': 49.81686476435548, 'last_sale_price': 45.45}, {'sid': Equity(2 [SPY]), 'amount': 5459, 'cost_basis': 407.5422282223244, 'last_sale_price': 437.79}, {'sid': Equity(3 [VNQ]), 'amount': 21007, 'cost_basis': 94.97106067851082, 'last_sale_price': 108.74000000000001}, {'sid': Equity(1 [LQD]), 'amount': 20799, 'cost_basis': 131.5652411366933, 'last_sale_price': 115.38}, {'sid': Equity(0 [DBC]), 'amount': 86841, 'cost_basis': 17.382325244763173, 'last_sale_price': 28.1}]",0.9997908274616714,12024942.96,,,1.340572431092059,1.959985562698156,-0.05961262266261595,1.0515748067084119,0.0,0.0,336,2022-04,0.19506101994699931,0.10372479198021259,0.0,0.0,"[0.20638135075569153, 0.20282194018363953, 0.1926320493221283, 0.2038424015045166, 0.19432227313518524]",0.19506101994699931
2022-04-18 20:00:00+00:00,2022-04-18 13:31:00+00:00,2022-04-18 20:00:00+00:00,11939161.31,11948110.459999999,11939161.31,2499.739469999535,2499.739469999535,-0.0006511838069088586,11941661.04947,5,0,11939161.31,0.0,11939161.31,-8949.14999999851,0.0,0.0,"[{'id': '5ab6199814434bef9b0ed818422ba22b', 'dt': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': 637, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '37824d70bc5b4508a4436d66929700d5', 'dt': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': -133, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8ec85e0b5c5a4b4cbe82f2f999dab8f1', 'dt': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': 944, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b296b2758ff7426b8c5787cb39efc2d5', 'dt': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': 150, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1077a6e84f0843199e9fe49c42bd48dd', 'dt': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': -3078, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.9997906707065588,"[{'sid': Equity(4 [VWO]), 'amount': 53551, 'cost_basis': 49.81686476435548, 'last_sale_price': 45.26}, {'sid': Equity(2 [SPY]), 'amount': 5459, 'cost_basis': 407.5422282223244, 'last_sale_price': 437.97}, {'sid': Equity(3 [VNQ]), 'amount': 21007, 'cost_basis': 94.97106067851082, 'last_sale_price': 108.3}, {'sid': Equity(1 [LQD]), 'amount': 20799, 'cost_basis': 131.5652411366933, 'last_sale_price': 114.5}, {'sid': Equity(0 [DBC]), 'amount': 86841, 'cost_basis': 17.382325244763173, 'last_sale_price': 28.42}]",0.9997906707065588,11948110.459999999,,,1.33310266611298,1.9490892378208884,-0.05961262266261595,1.0515748067084119,0.0,0.0,337,2022-04,0.1941661049469996,0.10357643122764934,0.0,0.0,"[0.2053796797990799, 0.19532299041748047, 0.19908329844474792, 0.20086827874183655, 0.19934578239917755]",0.1941661049469996
2022-04-19 20:00:00+00:00,2022-04-19 13:31:00+00:00,2022-04-19 20:00:00+00:00,11938460.72,11939161.31,11938460.72,2499.739469999535,-3413.0734250004607,-0.000538598379853979,11935047.646575,5,0,11938460.72,0.0,11938460.72,-6613.402894999832,0.0,-5912.812894999981,"[{'id': '5ab6199814434bef9b0ed818422ba22b', 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': 637, 'filled': 637, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '37824d70bc5b4508a4436d66929700d5', 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': -133, 'filled': -133, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8ec85e0b5c5a4b4cbe82f2f999dab8f1', 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': 944, 'filled': 944, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b296b2758ff7426b8c5787cb39efc2d5', 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': 150, 'filled': 150, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1077a6e84f0843199e9fe49c42bd48dd', 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-18 20:00:00+0000', tz='UTC'), 'amount': -3078, 'filled': -3078, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 637, 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'price': 45.052515, 'order_id': '5ab6199814434bef9b0ed818422ba22b', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -133, 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'price': 444.81748000000005, 'order_id': '37824d70bc5b4508a4436d66929700d5', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 944, 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'price': 110.71533, 'order_id': '8ec85e0b5c5a4b4cbe82f2f999dab8f1', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 150, 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'price': 113.646795, 'order_id': 'b296b2758ff7426b8c5787cb39efc2d5', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -3078, 'dt': Timestamp('2022-04-19 20:00:00+0000', tz='UTC'), 'price': 27.676155, 'order_id': '1077a6e84f0843199e9fe49c42bd48dd', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0002859706576857,"[{'sid': Equity(4 [VWO]), 'amount': 54188, 'cost_basis': 49.760858069148156, 'last_sale_price': 45.03}, {'sid': Equity(2 [SPY]), 'amount': 5326, 'cost_basis': 407.5422282223244, 'last_sale_price': 445.04}, {'sid': Equity(3 [VNQ]), 'amount': 21951, 'cost_basis': 95.64814100466845, 'last_sale_price': 110.66}, {'sid': Equity(1 [LQD]), 'amount': 20949, 'cost_basis': 131.43694064881777, 'last_sale_price': 113.59}, {'sid': Equity(0 [DBC]), 'amount': 83763, 'cost_basis': 17.382325244763173, 'last_sale_price': 27.69}]",1.0002859706576857,11939161.31,,,1.3270865323133025,1.940322432378422,-0.05961262266261595,1.0515748067084119,0.0,0.0,338,2022-04,0.19350476465749966,0.10342701790254323,0.0,0.0,"[0.2053796797990799, 0.19532299041748047, 0.19908329844474792, 0.20086827874183655, 0.19934578239917755]",0.19350476465749966
2022-04-20 20:00:00+00:00,2022-04-20 13:31:00+00:00,2022-04-20 20:00:00+00:00,11988611.17,11938460.72,11988611.17,-3413.0734250004607,-3413.0734250004607,0.0041392539415141556,11985198.096575,5,0,11988611.17,0.0,11988611.17,50150.449999999255,0.0,0.0,[],[],1.0002847740519178,"[{'sid': Equity(4 [VWO]), 'amount': 54188, 'cost_basis': 49.760858069148156, 'last_sale_price': 44.74}, {'sid': Equity(2 [SPY]), 'amount': 5326, 'cost_basis': 407.5422282223244, 'last_sale_price': 444.71000000000004}, {'sid': Equity(3 [VNQ]), 'amount': 21951, 'cost_basis': 95.64814100466845, 'last_sale_price': 112.5}, {'sid': Equity(1 [LQD]), 'amount': 20949, 'cost_basis': 131.43694064881777, 'last_sale_price': 114.77}, {'sid': Equity(0 [DBC]), 'amount': 83763, 'cost_basis': 17.382325244763173, 'last_sale_price': 27.72}]",1.0002847740519178,11938460.72,,,1.3547477022013457,1.9816800075286238,-0.05961262266261595,1.0515748067084119,0.0,0.0,339,2022-04,0.1985198096574996,0.1033220337376742,0.0,0.0,"[0.2053796797990799, 0.19532299041748047, 0.19908329844474792, 0.20086827874183655, 0.19934578239917755]",0.1985198096574996
2022-04-21 20:00:00+00:00,2022-04-21 13:31:00+00:00,2022-04-21 20:00:00+00:00,11863270.91,11988611.17,11863270.91,-3413.0734250004607,-3413.0734250004607,-0.010442410708751819,11859857.836575,5,0,11863270.91,0.0,11863270.91,-125340.25999999978,0.0,0.0,[],[],1.000287783670937,"[{'sid': Equity(4 [VWO]), 'amount': 54188, 'cost_basis': 49.760858069148156, 'last_sale_price': 43.93}, {'sid': Equity(2 [SPY]), 'amount': 5326, 'cost_basis': 407.5422282223244, 'last_sale_price': 438.06}, {'sid': Equity(3 [VNQ]), 'amount': 21951, 'cost_basis': 95.64814100466845, 'last_sale_price': 111.72}, {'sid': Equity(1 [LQD]), 'amount': 20949, 'cost_basis': 131.43694064881777, 'last_sale_price': 113.55}, {'sid': Equity(0 [DBC]), 'amount': 83763, 'cost_basis': 17.382325244763173, 'last_sale_price': 27.68}]",1.000287783670937,11988611.17,,,1.2722678717869356,1.8538228437605688,-0.05961262266261595,1.0515748067084119,0.0,0.0,340,2022-04,0.18598578365749963,0.10360430645057658,0.0,0.0,"[0.2053796797990799, 0.19532299041748047, 0.19908329844474792, 0.20086827874183655, 0.19934578239917755]",0.18598578365749963
2022-04-22 20:00:00+00:00,2022-04-22 13:31:00+00:00,2022-04-22 20:00:00+00:00,11690144.870000001,11863270.91,11690144.870000001,-3413.0734250004607,-3413.0734250004607,-0.014425465306993224,11686731.796575,5,0,11690144.870000001,0.0,11690144.870000001,-173126.0399999991,0.0,0.0,[],[],1.0002920468685694,"[{'sid': Equity(4 [VWO]), 'amount': 54188, 'cost_basis': 49.760858069148156, 'last_sale_price': 43.58}, {'sid': Equity(2 [SPY]), 'amount': 5326, 'cost_basis': 407.5422282223244, 'last_sale_price': 426.04}, {'sid': Equity(3 [VNQ]), 'amount': 21951, 'cost_basis': 95.64814100466845, 'last_sale_price': 109.76}, {'sid': Equity(1 [LQD]), 'amount': 20949, 'cost_basis': 131.43694064881777, 'last_sale_price': 113.42}, {'sid': Equity(0 [DBC]), 'amount': 83763, 'cost_basis': 17.382325244763173, 'last_sale_price': 27.150000000000002}]",1.0002920468685694,11863270.91,,,1.1570313669738175,1.673225544532002,-0.05961262266261595,1.0515748067084119,0.0,0.0,341,2022-04,0.16867317965749962,0.10426526185951812,0.0,0.0,"[0.2053796797990799, 0.19532299041748047, 0.19908329844474792, 0.20086827874183655, 0.19934578239917755]",0.16867317965749962
