,period_open,period_close,long_exposure,returns,capital_used,short_exposure,pnl,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,benchmark_period_return,benchmark_volatility,algorithm_period_return,alpha,beta,sharpe,algo_volatility,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,weights,cumulative_returns
2022-09-13 20:00:00+00:00,2022-09-13 13:31:00+00:00,2022-09-13 20:00:00+00:00,10244962.74,-0.024624209307638978,-79171.07395500131,-1355733.28,-223462.61395499855,"[{'id': 'f6ba863bcbff466c86414dd3effa4369', 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-12 20:00:00+0000', tz='UTC'), 'amount': -34665, 'filled': -34665, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '23979619627e4e6084244c3f346abec2', 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-12 20:00:00+0000', tz='UTC'), 'amount': -4008, 'filled': -4008, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'da9979127e8f423fbf2d263124c79c2b', 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-12 20:00:00+0000', tz='UTC'), 'amount': 20417, 'filled': 20417, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4c7f1d84c63f4540bde567d27296485a', 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-12 20:00:00+0000', tz='UTC'), 'amount': 5143, 'filled': 5143, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1e9a35a7b77f4c9c8ef7eadacf73d035', 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-12 20:00:00+0000', tz='UTC'), 'amount': 23350, 'filled': 23350, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -34665, 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'price': 40.309835, 'order_id': 'f6ba863bcbff466c86414dd3effa4369', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -4008, 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'price': 392.90345, 'order_id': '23979619627e4e6084244c3f346abec2', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 20417, 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'price': 93.08652000000001, 'order_id': 'da9979127e8f423fbf2d263124c79c2b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 5143, 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'price': 107.41368, 'order_id': '4c7f1d84c63f4540bde567d27296485a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 23350, 'dt': Timestamp('2022-09-13 20:00:00+0000', tz='UTC'), 'price': 25.622805, 'order_id': '1e9a35a7b77f4c9c8ef7eadacf73d035', 'sid': Equity(0 [DBC]), 'commission': None}]",1.3105979801307182,"[{'sid': Equity(4 [VWO]), 'amount': -33616, 'cost_basis': 40.309835, 'last_sale_price': 40.33}, {'sid': Equity(2 [SPY]), 'amount': 5771, 'cost_basis': 409.58391167617503, 'last_sale_price': 393.1}, {'sid': Equity(3 [VNQ]), 'amount': 23972, 'cost_basis': 93.42188071076664, 'last_sale_price': 93.04}, {'sid': Equity(1 [LQD]), 'amount': 38470, 'cost_basis': 111.9264962510559, 'last_sale_price': 107.36}, {'sid': Equity(0 [DBC]), 'amount': 63096, 'cost_basis': 25.006648844617725, 'last_sale_price': 25.61}]",1.0042678607481068,9033521.0,8889229.46,9033521.0,8889229.46,41394.30644499778,-37776.76751000236,8851452.692489998,4,1,10244962.74,-1355733.28,0.0,0.0,-0.11485473075100106,,,-0.540693662973755,0.11662213171444182,-0.7042487119840903,-0.19853815053538207,1.7104566214782282,0.0,0.0,440,2022-09,"[-0.15428607165813446, 0.26133692264556885, 0.25555238127708435, 0.45843034982681274, 0.17896638810634613]",-0.11485473075100106
2022-09-14 20:00:00+00:00,2022-09-14 13:31:00+00:00,2022-09-14 20:00:00+00:00,10254769.18,0.0003483315233232531,0.0,-1362456.48,3083.239999998361,[],[],1.3120084156384584,"[{'sid': Equity(4 [VWO]), 'amount': -33616, 'cost_basis': 40.309835, 'last_sale_price': 40.53}, {'sid': Equity(2 [SPY]), 'amount': 5771, 'cost_basis': 409.58391167617503, 'last_sale_price': 394.6}, {'sid': Equity(3 [VNQ]), 'amount': 23972, 'cost_basis': 93.42188071076664, 'last_sale_price': 91.98}, {'sid': Equity(1 [LQD]), 'amount': 38470, 'cost_basis': 111.9264962510559, 'last_sale_price': 107.87}, {'sid': Equity(0 [DBC]), 'amount': 63096, 'cost_basis': 25.006648844617725, 'last_sale_price': 25.72}]",1.004266374635331,8889229.46,8892312.7,8889229.46,8892312.7,-37776.76751000236,-37776.76751000236,8854535.932489997,4,1,10254769.18,-1362456.48,0.0,0.0,-0.11454640675100114,,,-0.5383689094733027,0.11649040990898403,-0.7012242196946137,-0.19853815053538207,1.7104566214782282,0.0,0.0,441,2022-09,"[-0.15428607165813446, 0.26133692264556885, 0.25555238127708435, 0.45843034982681274, 0.17896638810634613]",-0.11454640675100114
2022-09-15 20:00:00+00:00,2022-09-15 13:31:00+00:00,2022-09-15 20:00:00+00:00,10120836.299999999,-0.013797140915282946,0.0,-1350690.88,-122167.28000000119,[],[],1.3136787550453388,"[{'sid': Equity(4 [VWO]), 'amount': -33616, 'cost_basis': 40.309835, 'last_sale_price': 40.18}, {'sid': Equity(2 [SPY]), 'amount': 5771, 'cost_basis': 409.58391167617503, 'last_sale_price': 390.12}, {'sid': Equity(3 [VNQ]), 'amount': 23972, 'cost_basis': 93.42188071076664, 'last_sale_price': 90.28}, {'sid': Equity(1 [LQD]), 'amount': 38470, 'cost_basis': 111.9264962510559, 'last_sale_price': 107.35000000000001}, {'sid': Equity(0 [DBC]), 'amount': 63096, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.97}]",1.004326061921267,8892312.7,8770145.419999998,8892312.7,8770145.419999998,-37776.76751000236,-37776.76751000236,8732368.652489996,4,1,10120836.299999999,-1350690.88,0.0,0.0,-0.1267631347510012,,,-0.603038475850137,0.11680708990029914,-0.7831765902798457,-0.20084689992533306,1.7104566214782282,0.0,0.0,442,2022-09,"[-0.15428607165813446, 0.26133692264556885, 0.25555238127708435, 0.45843034982681274, 0.17896638810634613]",-0.1267631347510012
2022-09-16 20:00:00+00:00,2022-09-16 13:31:00+00:00,2022-09-16 20:00:00+00:00,10079464.120000001,-0.00277450723442485,0.0,-1333546.72,-24228.01999999769,[],[],1.3106139785361477,"[{'sid': Equity(4 [VWO]), 'amount': -33616, 'cost_basis': 40.309835, 'last_sale_price': 39.67}, {'sid': Equity(2 [SPY]), 'amount': 5771, 'cost_basis': 409.58391167617503, 'last_sale_price': 385.56}, {'sid': Equity(3 [VNQ]), 'amount': 23972, 'cost_basis': 93.42188071076664, 'last_sale_price': 90.29}, {'sid': Equity(1 [LQD]), 'amount': 38470, 'cost_basis': 111.9264962510559, 'last_sale_price': 107.10000000000001}, {'sid': Equity(0 [DBC]), 'amount': 63096, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.88}]",1.0043380980055672,8770145.419999998,8745917.4,8770145.419999998,8745917.4,-37776.76751000236,-37776.76751000236,8708140.632489998,4,1,10079464.120000001,-1333546.72,0.0,0.0,-0.12918593675100098,,,-0.6158060342404251,0.1166900542782933,-0.799643110585164,-0.20306415598290325,1.7104566214782282,0.0,0.0,443,2022-09,"[-0.15428607165813446, 0.26133692264556885, 0.25555238127708435, 0.45843034982681274, 0.17896638810634613]",-0.12918593675100098
2022-09-19 20:00:00+00:00,2022-09-19 13:31:00+00:00,2022-09-19 20:00:00+00:00,10105575.33,0.004426792311572614,0.0,-1321108.8,38549.12999999896,"[{'id': 'ffd4f78f72e047a5977041a583dc3a71', 'dt': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': 80456, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e0528c00395d4e4bb5d8c3e30b846078', 'dt': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': 1290, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '21e15505c4174928acd599472721498d', 'dt': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': -10159, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7294c883dd6d4491a7915efbaf1d950d', 'dt': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': -19038, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '21b8d482ce2947ffa80699578c1f49e1', 'dt': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': -29751, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.3064009860053691,"[{'sid': Equity(4 [VWO]), 'amount': -33616, 'cost_basis': 40.309835, 'last_sale_price': 39.300000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5771, 'cost_basis': 409.58391167617503, 'last_sale_price': 388.55}, {'sid': Equity(3 [VNQ]), 'amount': 23972, 'cost_basis': 93.42188071076664, 'last_sale_price': 90.16}, {'sid': Equity(1 [LQD]), 'amount': 38470, 'cost_basis': 111.9264962510559, 'last_sale_price': 107.28}, {'sid': Equity(0 [DBC]), 'amount': 63096, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.96}]",1.0043189787834945,8745917.4,8784466.53,8745917.4,8784466.53,-37776.76751000236,-37776.76751000236,8746689.762489997,4,1,10105575.33,-1321108.8,0.0,0.0,-0.12533102375100102,,,-0.593282879652771,0.1166123191084792,-0.7707513396643328,-0.20306415598290325,1.7104566214782282,0.0,0.0,444,2022-09,"[0.21046148240566254, 0.3136734068393707, 0.142378032207489, 0.23833271861076355, 0.09515435993671417]",-0.12533102375100102
2022-09-20 20:00:00+00:00,2022-09-20 13:31:00+00:00,2022-09-20 20:00:00+00:00,8656607.07,-0.013746760501971766,7620.810649998486,0.0,-120238.64934999868,"[{'id': 'ffd4f78f72e047a5977041a583dc3a71', 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': 80456, 'filled': 80456, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e0528c00395d4e4bb5d8c3e30b846078', 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': 1290, 'filled': 1290, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '21e15505c4174928acd599472721498d', 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': -10159, 'filled': -10159, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7294c883dd6d4491a7915efbaf1d950d', 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': -19038, 'filled': -19038, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '21b8d482ce2947ffa80699578c1f49e1', 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-19 20:00:00+0000', tz='UTC'), 'amount': -29751, 'filled': -29751, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 80456, 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'price': 39.17958, 'order_id': 'ffd4f78f72e047a5977041a583dc3a71', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 1290, 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'price': 384.28204500000004, 'order_id': 'e0528c00395d4e4bb5d8c3e30b846078', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -10159, 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'price': 87.92601499999999, 'order_id': '21e15505c4174928acd599472721498d', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -19038, 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'price': 106.156895, 'order_id': '7294c883dd6d4491a7915efbaf1d950d', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -29751, 'dt': Timestamp('2022-09-20 20:00:00+0000', tz='UTC'), 'price': 24.917535, 'order_id': '21b8d482ce2947ffa80699578c1f49e1', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0034957546810956,"[{'sid': Equity(4 [VWO]), 'amount': 46840, 'cost_basis': 39.17958, 'last_sale_price': 39.160000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7061, 'cost_basis': 404.96142080912136, 'last_sale_price': 384.09000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 13813, 'cost_basis': 93.42188071076664, 'last_sale_price': 87.97}, {'sid': Equity(1 [LQD]), 'amount': 19432, 'cost_basis': 111.9264962510559, 'last_sale_price': 106.21000000000001}, {'sid': Equity(0 [DBC]), 'amount': 33345, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.93}]",1.0034957546810956,8784466.53,8656607.07,8784466.53,8656607.07,-37776.76751000236,-30155.956860002596,8626451.113139998,5,0,8656607.07,0.0,0.0,0.0,-0.13735488868600088,,,-0.6569659322081839,0.1169212910423091,-0.8510625442651114,-0.21054006947557813,1.7104566214782282,0.0,0.0,445,2022-09,"[0.21046148240566254, 0.3136734068393707, 0.142378032207489, 0.23833271861076355, 0.09515435993671417]",-0.13735488868600088
2022-09-21 20:00:00+00:00,2022-09-21 13:31:00+00:00,2022-09-21 20:00:00+00:00,8562423.35,-0.010918014692801958,0.0,0.0,-94183.72000000067,[],[],1.003534342686476,"[{'sid': Equity(4 [VWO]), 'amount': 46840, 'cost_basis': 39.17958, 'last_sale_price': 38.51}, {'sid': Equity(2 [SPY]), 'amount': 7061, 'cost_basis': 404.96142080912136, 'last_sale_price': 377.39}, {'sid': Equity(3 [VNQ]), 'amount': 13813, 'cost_basis': 93.42188071076664, 'last_sale_price': 86.58}, {'sid': Equity(1 [LQD]), 'amount': 19432, 'cost_basis': 111.9264962510559, 'last_sale_price': 106.61}, {'sid': Equity(0 [DBC]), 'amount': 33345, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.78}]",1.003534342686476,8656607.07,8562423.35,8656607.07,8562423.35,-30155.956860002596,-30155.956860002596,8532267.393139997,5,0,8562423.35,0.0,0.0,0.0,-0.14677326068600094,,,-0.7074029183149542,0.11706200070624873,-0.914751720843855,-0.21915940459642225,1.7104566214782282,0.0,0.0,446,2022-09,"[0.21046148240566254, 0.3136734068393707, 0.142378032207489, 0.23833271861076355, 0.09515435993671417]",-0.14677326068600094
2022-09-22 20:00:00+00:00,2022-09-22 13:31:00+00:00,2022-09-22 20:00:00+00:00,8492879.43,-0.008150696268135471,0.0,0.0,-69543.91999999993,[],[],1.003563386769722,"[{'sid': Equity(4 [VWO]), 'amount': 46840, 'cost_basis': 39.17958, 'last_sale_price': 38.4}, {'sid': Equity(2 [SPY]), 'amount': 7061, 'cost_basis': 404.96142080912136, 'last_sale_price': 374.22}, {'sid': Equity(3 [VNQ]), 'amount': 13813, 'cost_basis': 93.42188071076664, 'last_sale_price': 85.48}, {'sid': Equity(1 [LQD]), 'amount': 19432, 'cost_basis': 111.9264962510559, 'last_sale_price': 105.11}, {'sid': Equity(0 [DBC]), 'amount': 33345, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.85}]",1.003563386769722,8562423.35,8492879.43,8562423.35,8492879.43,-30155.956860002596,-30155.956860002596,8462723.473139998,5,0,8492879.43,0.0,0.0,0.0,-0.15372765268600097,,,-0.7449708454943037,0.11707809450213043,-0.9623418372891048,-0.22552379912338683,1.7104566214782282,0.0,0.0,447,2022-09,"[0.21046148240566254, 0.3136734068393707, 0.142378032207489, 0.23833271861076355, 0.09515435993671417]",-0.15372765268600097
2022-09-23 20:00:00+00:00,2022-09-23 13:31:00+00:00,2022-09-23 20:00:00+00:00,8345369.84,-0.017430510457795645,0.0,0.0,-147509.58999999985,[],[],1.003626600263542,"[{'sid': Equity(4 [VWO]), 'amount': 46840, 'cost_basis': 39.17958, 'last_sale_price': 37.52}, {'sid': Equity(2 [SPY]), 'amount': 7061, 'cost_basis': 404.96142080912136, 'last_sale_price': 367.95}, {'sid': Equity(3 [VNQ]), 'amount': 13813, 'cost_basis': 93.42188071076664, 'last_sale_price': 83.44}, {'sid': Equity(1 [LQD]), 'amount': 19432, 'cost_basis': 111.9264962510559, 'last_sale_price': 104.81}, {'sid': Equity(0 [DBC]), 'amount': 33345, 'cost_basis': 25.006648844617725, 'last_sale_price': 24.01}]",1.003626600263542,8492879.43,8345369.84,8492879.43,8345369.84,-30155.956860002596,-30155.956860002596,8315213.883139998,5,0,8345369.84,0.0,0.0,0.0,-0.16847861168600087,,,-0.823053838426213,0.11764691163794672,-1.0585884001169017,-0.23902331464208051,1.7104566214782282,0.0,0.0,448,2022-09,"[0.21046148240566254, 0.3136734068393707, 0.142378032207489, 0.23833271861076355, 0.09515435993671417]",-0.16847861168600087
2022-09-26 20:00:00+00:00,2022-09-26 13:31:00+00:00,2022-09-26 20:00:00+00:00,8208949.140000001,-0.01640615646418997,0.0,0.0,-136420.69999999925,"[{'id': '9dca7c89c48e40c2b14c625253315b5e', 'dt': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': -19116, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '119b6d1b87e746eea4aa5bb7336a6831', 'dt': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': -762, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '89f63ad6865146eb8bd1f0fd48740198', 'dt': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': 8082, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '759a717fdd7d4b0588912aa9de69fc7c', 'dt': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': 5413, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c24b414b3bcb420286259c2355c533c0', 'dt': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': -11004, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.0036870912596454,"[{'sid': Equity(4 [VWO]), 'amount': 46840, 'cost_basis': 39.17958, 'last_sale_price': 37.0}, {'sid': Equity(2 [SPY]), 'amount': 7061, 'cost_basis': 404.96142080912136, 'last_sale_price': 364.31}, {'sid': Equity(3 [VNQ]), 'amount': 13813, 'cost_basis': 93.42188071076664, 'last_sale_price': 81.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 19432, 'cost_basis': 111.9264962510559, 'last_sale_price': 102.99000000000001}, {'sid': Equity(0 [DBC]), 'amount': 33345, 'cost_basis': 25.006648844617725, 'last_sale_price': 23.45}]",1.0036870912596454,8345369.84,8208949.140000001,8345369.84,8208949.140000001,-30155.956860002596,-30155.956860002596,8178793.1831399985,5,0,8208949.140000001,0.0,0.0,0.0,-0.18212068168600082,,,-0.8958328574946646,0.11812694133422348,-1.147847480438873,-0.2515080172076632,1.7104566214782282,0.0,0.0,449,2022-09,"[0.1254177987575531, 0.28055205941200256, 0.21711468696594238, 0.3128625750541687, 0.06405289471149445]",-0.18212068168600082
2022-09-27 20:00:00+00:00,2022-09-27 13:31:00+00:00,2022-09-27 20:00:00+00:00,8115960.54,-0.005554013554669779,47563.47180000134,0.0,-45425.12820000108,"[{'id': '9dca7c89c48e40c2b14c625253315b5e', 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': -19116, 'filled': -19116, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '119b6d1b87e746eea4aa5bb7336a6831', 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': -762, 'filled': -762, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '89f63ad6865146eb8bd1f0fd48740198', 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': 8082, 'filled': 8082, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '759a717fdd7d4b0588912aa9de69fc7c', 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': 5413, 'filled': 5413, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c24b414b3bcb420286259c2355c533c0', 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-09-26 20:00:00+0000', tz='UTC'), 'amount': -11004, 'filled': -11004, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -19116, 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'price': 36.961510000000004, 'order_id': '9dca7c89c48e40c2b14c625253315b5e', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -762, 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'price': 363.19831, 'order_id': '119b6d1b87e746eea4aa5bb7336a6831', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 8082, 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'price': 80.06000999999999, 'order_id': '89f63ad6865146eb8bd1f0fd48740198', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 5413, 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'price': 101.49072, 'order_id': '759a717fdd7d4b0588912aa9de69fc7c', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -11004, 'dt': Timestamp('2022-09-27 20:00:00+0000', tz='UTC'), 'price': 23.68815, 'order_id': 'c24b414b3bcb420286259c2355c533c0', 'sid': Equity(0 [DBC]), 'commission': None}]",0.9978597409065455,"[{'sid': Equity(4 [VWO]), 'amount': 27724, 'cost_basis': 39.17958, 'last_sale_price': 36.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 6299, 'cost_basis': 404.96142080912136, 'last_sale_price': 363.38}, {'sid': Equity(3 [VNQ]), 'amount': 21895, 'cost_basis': 88.4896752262078, 'last_sale_price': 80.02}, {'sid': Equity(1 [LQD]), 'amount': 24845, 'cost_basis': 109.65284534153827, 'last_sale_price': 101.44}, {'sid': Equity(0 [DBC]), 'amount': 22341, 'cost_basis': 25.006648844617725, 'last_sale_price': 23.7}]",0.9978597409065455,8208949.140000001,8115960.54,8208949.140000001,8115960.54,-30155.956860002596,17407.51493999755,8133368.054939997,5,0,8115960.54,0.0,0.0,0.0,-0.18666319450600088,,,-0.9207102928802096,0.11805785581406104,-1.179145348969794,-0.25566515182565347,1.7104566214782282,0.0,0.0,450,2022-09,"[0.1254177987575531, 0.28055205941200256, 0.21711468696594238, 0.3128625750541687, 0.06405289471149445]",-0.18666319450600088
